age,structure_name,gene,rpkm
36 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.518488
36 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,2.773435
36 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,2.535791
36 yrs,posteroventral (inferior) parietal cortex,WDR4,2.675181
36 yrs,amygdaloid complex,WDR4,2.129135
36 yrs,orbital frontal cortex,WDR4,2.490051
36 yrs,ventrolateral prefrontal cortex,WDR4,2.656672
36 yrs,dorsolateral prefrontal cortex,WDR4,2.467069
36 yrs,primary auditory cortex (core),WDR4,2.895295
36 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,3.052915
36 yrs,cerebellar cortex,WDR4,3.236721
36 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.055302
36 yrs,hippocampus (hippocampal formation),WDR4,1.97454
36 yrs,striatum,WDR4,1.96723
36 yrs,mediodorsal nucleus of thalamus,WDR4,1.653852
37 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,3.668102
37 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,2.553047
37 yrs,cerebellar cortex,WDR4,2.33378
37 yrs,hippocampus (hippocampal formation),WDR4,2.392952
37 yrs,posteroventral (inferior) parietal cortex,WDR4,3.113001
37 yrs,mediodorsal nucleus of thalamus,WDR4,2.76736
37 yrs,dorsolateral prefrontal cortex,WDR4,1.582477
37 yrs,ventrolateral prefrontal cortex,WDR4,3.281661
37 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.528102
37 yrs,primary auditory cortex (core),WDR4,2.534868
37 yrs,"primary motor cortex (area M1, area 4)",WDR4,3.207763
37 yrs,orbital frontal cortex,WDR4,3.543976
37 yrs,striatum,WDR4,2.199633
37 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,3.413035
37 yrs,amygdaloid complex,WDR4,1.784858
37 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,WDR4,0.925074
40 yrs,dorsolateral prefrontal cortex,WDR4,1.73883
40 yrs,"inferolateral temporal cortex (area TEv, area 20)",WDR4,1.824694
40 yrs,ventrolateral prefrontal cortex,WDR4,2.411103
40 yrs,mediodorsal nucleus of thalamus,WDR4,1.681705
40 yrs,amygdaloid complex,WDR4,1.716585
40 yrs,primary auditory cortex (core),WDR4,3.185014
40 yrs,cerebellar cortex,WDR4,3.016808
40 yrs,"primary visual cortex (striate cortex, area V1/17)",WDR4,2.377738
40 yrs,orbital frontal cortex,WDR4,2.652938
40 yrs,posterior (caudal) superior temporal cortex (area 22c),WDR4,2.495442
40 yrs,posteroventral (inferior) parietal cortex,WDR4,2.48413
40 yrs,"primary motor cortex (area M1, area 4)",WDR4,2.556838
40 yrs,hippocampus (hippocampal formation),WDR4,1.393303
40 yrs,striatum,WDR4,1.837833
40 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR4,2.847064
8 pcw,occipital neocortex,RPN1,52.51241
8 pcw,primary motor-sensory cortex (samples),RPN1,36.853515
8 pcw,amygdaloid complex,RPN1,52.42627
8 pcw,medial ganglionic eminence,RPN1,46.139714
8 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,43.310106
8 pcw,upper (rostral) rhombic lip,RPN1,35.319865
8 pcw,caudal ganglionic eminence,RPN1,42.299369
8 pcw,dorsal thalamus,RPN1,42.920544
8 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,45.714538
8 pcw,dorsolateral prefrontal cortex,RPN1,54.641384
8 pcw,orbital frontal cortex,RPN1,53.585074
8 pcw,lateral ganglionic eminence,RPN1,35.711509
8 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,49.151358
8 pcw,hippocampus (hippocampal formation),RPN1,51.154402
8 pcw,ventrolateral prefrontal cortex,RPN1,43.215877
8 pcw,parietal neocortex,RPN1,39.650248
9 pcw,dorsolateral prefrontal cortex,RPN1,32.493369
9 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,32.933045
9 pcw,amygdaloid complex,RPN1,45.046526
9 pcw,dorsal thalamus,RPN1,42.046845
9 pcw,upper (rostral) rhombic lip,RPN1,43.124653
9 pcw,lateral ganglionic eminence,RPN1,33.417766
9 pcw,primary motor-sensory cortex (samples),RPN1,29.917936
9 pcw,medial ganglionic eminence,RPN1,35.042351
9 pcw,temporal neocortex,RPN1,32.480004
9 pcw,hippocampus (hippocampal formation),RPN1,42.433088
9 pcw,occipital neocortex,RPN1,30.827413
9 pcw,caudal ganglionic eminence,RPN1,46.974689
9 pcw,orbital frontal cortex,RPN1,33.052978
9 pcw,parietal neocortex,RPN1,33.100111
12 pcw,hippocampus (hippocampal formation),RPN1,57.657016
12 pcw,dorsal thalamus,RPN1,44.05195
12 pcw,amygdaloid complex,RPN1,59.821999
12 pcw,primary auditory cortex (core),RPN1,42.542545
12 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,44.864546
12 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,43.374885
12 pcw,striatum,RPN1,53.547339
12 pcw,"primary motor cortex (area M1, area 4)",RPN1,40.904125
12 pcw,dorsolateral prefrontal cortex,RPN1,38.663962
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,48.840908
12 pcw,ventrolateral prefrontal cortex,RPN1,40.116428
12 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,39.090946
12 pcw,posteroventral (inferior) parietal cortex,RPN1,40.836386
12 pcw,orbital frontal cortex,RPN1,44.041435
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,43.097781
12 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,50.649696
12 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,45.441189
12 pcw,primary auditory cortex (core),RPN1,44.00443
12 pcw,cerebellum,RPN1,38.621908
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,45.202617
12 pcw,posteroventral (inferior) parietal cortex,RPN1,47.371208
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,53.616929
12 pcw,dorsal thalamus,RPN1,45.625818
12 pcw,hippocampus (hippocampal formation),RPN1,44.180016
12 pcw,dorsolateral prefrontal cortex,RPN1,48.087055
12 pcw,orbital frontal cortex,RPN1,52.779137
12 pcw,"primary motor cortex (area M1, area 4)",RPN1,39.177383
12 pcw,ventrolateral prefrontal cortex,RPN1,54.868398
12 pcw,amygdaloid complex,RPN1,44.654904
12 pcw,striatum,RPN1,57.825999
12 pcw,amygdaloid complex,RPN1,46.384112
12 pcw,"primary motor cortex (area M1, area 4)",RPN1,49.832449
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,60.845736
12 pcw,ventrolateral prefrontal cortex,RPN1,59.406593
12 pcw,striatum,RPN1,33.967108
12 pcw,cerebellar cortex,RPN1,47.583308
12 pcw,dorsal thalamus,RPN1,53.283071
12 pcw,dorsolateral prefrontal cortex,RPN1,49.929007
12 pcw,orbital frontal cortex,RPN1,44.740233
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,53.091723
12 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,36.450206
12 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,42.352139
12 pcw,hippocampus (hippocampal formation),RPN1,38.42335
12 pcw,posteroventral (inferior) parietal cortex,RPN1,58.522784
12 pcw,primary auditory cortex (core),RPN1,44.225132
13 pcw,striatum,RPN1,35.97244
13 pcw,"primary motor cortex (area M1, area 4)",RPN1,34.141723
13 pcw,amygdaloid complex,RPN1,34.157531
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,38.6751
13 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,35.741901
13 pcw,primary auditory cortex (core),RPN1,48.32945
13 pcw,hippocampus (hippocampal formation),RPN1,52.77778
13 pcw,ventrolateral prefrontal cortex,RPN1,36.099342
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,46.950159
13 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,31.774745
13 pcw,orbital frontal cortex,RPN1,47.28174
13 pcw,posteroventral (inferior) parietal cortex,RPN1,35.243379
13 pcw,dorsolateral prefrontal cortex,RPN1,38.694374
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,35.950399
13 pcw,striatum,RPN1,44.441409
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,43.994039
13 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,45.627194
13 pcw,amygdaloid complex,RPN1,42.166833
13 pcw,posteroventral (inferior) parietal cortex,RPN1,59.272673
13 pcw,cerebellum,RPN1,50.223526
13 pcw,dorsolateral prefrontal cortex,RPN1,47.418248
13 pcw,orbital frontal cortex,RPN1,40.400293
13 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,61.646131
13 pcw,primary auditory cortex (core),RPN1,50.964899
13 pcw,hippocampus (hippocampal formation),RPN1,42.224319
13 pcw,"primary motor cortex (area M1, area 4)",RPN1,49.732576
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,65.717074
13 pcw,mediodorsal nucleus of thalamus,RPN1,50.018482
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,42.021489
13 pcw,ventrolateral prefrontal cortex,RPN1,51.390112
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,45.309065
13 pcw,dorsolateral prefrontal cortex,RPN1,45.675529
13 pcw,cerebellum,RPN1,32.070094
13 pcw,amygdaloid complex,RPN1,33.516492
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,49.777405
13 pcw,hippocampus (hippocampal formation),RPN1,35.647079
13 pcw,posteroventral (inferior) parietal cortex,RPN1,39.636142
13 pcw,primary auditory cortex (core),RPN1,49.038467
13 pcw,ventrolateral prefrontal cortex,RPN1,53.236957
13 pcw,striatum,RPN1,46.5189
13 pcw,orbital frontal cortex,RPN1,59.726233
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,49.602077
13 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,33.534301
13 pcw,"primary motor cortex (area M1, area 4)",RPN1,40.825867
16 pcw,ventrolateral prefrontal cortex,RPN1,35.176143
16 pcw,orbital frontal cortex,RPN1,34.449886
16 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,37.455205
16 pcw,dorsolateral prefrontal cortex,RPN1,35.080444
16 pcw,posteroventral (inferior) parietal cortex,RPN1,33.730114
16 pcw,primary auditory cortex (core),RPN1,30.458481
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,35.180865
16 pcw,striatum,RPN1,29.740045
16 pcw,mediodorsal nucleus of thalamus,RPN1,39.74461
16 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,39.194672
16 pcw,ventrolateral prefrontal cortex,RPN1,27.408116
16 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,36.438518
16 pcw,posteroventral (inferior) parietal cortex,RPN1,31.34421
16 pcw,primary auditory cortex (core),RPN1,28.124191
16 pcw,mediodorsal nucleus of thalamus,RPN1,37.218016
16 pcw,amygdaloid complex,RPN1,35.430223
16 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,31.286004
16 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,29.434916
16 pcw,cerebellar cortex,RPN1,61.409152
16 pcw,hippocampus (hippocampal formation),RPN1,34.606259
16 pcw,striatum,RPN1,34.532819
16 pcw,orbital frontal cortex,RPN1,28.695103
16 pcw,dorsolateral prefrontal cortex,RPN1,29.290328
16 pcw,"primary motor cortex (area M1, area 4)",RPN1,27.619752
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,27.082482
16 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,29.803642
16 pcw,hippocampus (hippocampal formation),RPN1,35.944316
16 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,44.486882
16 pcw,dorsolateral prefrontal cortex,RPN1,51.854009
16 pcw,posteroventral (inferior) parietal cortex,RPN1,32.023487
16 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,34.690017
16 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,54.229388
16 pcw,mediodorsal nucleus of thalamus,RPN1,59.047844
16 pcw,striatum,RPN1,38.430141
16 pcw,primary motor-sensory cortex (samples),RPN1,35.751928
16 pcw,primary auditory cortex (core),RPN1,40.260373
16 pcw,ventrolateral prefrontal cortex,RPN1,35.882741
16 pcw,amygdaloid complex,RPN1,34.05009
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,53.516587
17 pcw,striatum,RPN1,35.645058
17 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,20.535714
17 pcw,mediodorsal nucleus of thalamus,RPN1,37.174342
17 pcw,primary auditory cortex (core),RPN1,25.86246
17 pcw,hippocampus (hippocampal formation),RPN1,34.069996
17 pcw,dorsolateral prefrontal cortex,RPN1,29.271234
17 pcw,ventrolateral prefrontal cortex,RPN1,31.03084
17 pcw,posteroventral (inferior) parietal cortex,RPN1,26.149603
17 pcw,primary motor-sensory cortex (samples),RPN1,28.659498
17 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,31.482613
17 pcw,cerebellar cortex,RPN1,40.297723
17 pcw,orbital frontal cortex,RPN1,27.332076
17 pcw,amygdaloid complex,RPN1,27.826422
17 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,26.444211
19 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,23.384969
19 pcw,posteroventral (inferior) parietal cortex,RPN1,22.098844
19 pcw,primary motor-sensory cortex (samples),RPN1,24.2933
19 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,33.444041
19 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,24.693852
19 pcw,hippocampus (hippocampal formation),RPN1,30.925671
19 pcw,primary auditory cortex (core),RPN1,22.217437
19 pcw,mediodorsal nucleus of thalamus,RPN1,31.520364
19 pcw,ventrolateral prefrontal cortex,RPN1,34.516887
19 pcw,striatum,RPN1,31.617266
19 pcw,dorsolateral prefrontal cortex,RPN1,33.338581
21 pcw,cerebellar cortex,RPN1,28.031983
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,25.037945
21 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,30.265529
21 pcw,"primary motor cortex (area M1, area 4)",RPN1,31.595152
21 pcw,striatum,RPN1,33.729293
21 pcw,hippocampus (hippocampal formation),RPN1,33.473068
21 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,30.924291
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,30.114402
21 pcw,amygdaloid complex,RPN1,32.708731
21 pcw,ventrolateral prefrontal cortex,RPN1,32.996382
21 pcw,orbital frontal cortex,RPN1,34.131277
21 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,31.326933
21 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,32.156605
21 pcw,cerebellar cortex,RPN1,44.562086
21 pcw,posteroventral (inferior) parietal cortex,RPN1,34.192464
21 pcw,dorsolateral prefrontal cortex,RPN1,33.275178
24 pcw,hippocampus (hippocampal formation),RPN1,48.319392
24 pcw,amygdaloid complex,RPN1,43.776905
24 pcw,dorsolateral prefrontal cortex,RPN1,37.643502
24 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,35.837927
24 pcw,mediodorsal nucleus of thalamus,RPN1,62.207874
24 pcw,striatum,RPN1,43.441453
24 pcw,primary auditory cortex (core),RPN1,37.299378
24 pcw,posteroventral (inferior) parietal cortex,RPN1,37.764514
24 pcw,orbital frontal cortex,RPN1,39.350462
24 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,33.149176
24 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,34.850896
24 pcw,ventrolateral prefrontal cortex,RPN1,37.259111
24 pcw,"primary motor cortex (area M1, area 4)",RPN1,45.442375
24 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,35.077347
24 pcw,cerebellar cortex,RPN1,55.110189
24 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,44.8917
25 pcw,primary auditory cortex (core),RPN1,23.561757
26 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,38.423388
26 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,18.131328
26 pcw,dorsolateral prefrontal cortex,RPN1,27.150854
35 pcw,cerebellar cortex,RPN1,12.929637
35 pcw,ventrolateral prefrontal cortex,RPN1,13.629085
37 pcw,primary auditory cortex (core),RPN1,30.26936
37 pcw,orbital frontal cortex,RPN1,31.070564
37 pcw,amygdaloid complex,RPN1,32.463376
37 pcw,"primary visual cortex (striate cortex, area V1/17)",RPN1,36.757536
37 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,29.127123
37 pcw,mediodorsal nucleus of thalamus,RPN1,38.267834
37 pcw,cerebellar cortex,RPN1,37.197158
37 pcw,striatum,RPN1,32.209959
37 pcw,posteroventral (inferior) parietal cortex,RPN1,27.892094
37 pcw,"inferolateral temporal cortex (area TEv, area 20)",RPN1,28.329437
37 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,34.540721
37 pcw,dorsolateral prefrontal cortex,RPN1,30.308751
37 pcw,posterior (caudal) superior temporal cortex (area 22c),RPN1,29.119628
37 pcw,"primary motor cortex (area M1, area 4)",RPN1,35.079372
37 pcw,ventrolateral prefrontal cortex,RPN1,31.850958
37 pcw,hippocampus (hippocampal formation),RPN1,34.293641
4 mos,posterior (caudal) superior temporal cortex (area 22c),RPN1,25.166637
4 mos,striatum,RPN1,27.282818
4 mos,"primary visual cortex (striate cortex, area V1/17)",RPN1,22.674956
4 mos,cerebellar cortex,RPN1,44.037478
4 mos,hippocampus (hippocampal formation),RPN1,22.445359
4 mos,mediodorsal nucleus of thalamus,RPN1,34.895831
4 mos,"inferolateral temporal cortex (area TEv, area 20)",RPN1,24.617752
4 mos,amygdaloid complex,RPN1,25.508348
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,30.477503
4 mos,"primary motor cortex (area M1, area 4)",RPN1,27.889099
4 mos,dorsolateral prefrontal cortex,RPN1,30.7946
4 mos,orbital frontal cortex,RPN1,31.231487
4 mos,primary auditory cortex (core),RPN1,28.441028
4 mos,posterior (caudal) superior temporal cortex (area 22c),RPN1,23.30616
4 mos,ventrolateral prefrontal cortex,RPN1,33.81673
4 mos,"inferolateral temporal cortex (area TEv, area 20)",RPN1,28.821624
4 mos,amygdaloid complex,RPN1,29.645146
4 mos,"primary motor cortex (area M1, area 4)",RPN1,36.536044
4 mos,mediodorsal nucleus of thalamus,RPN1,44.117049
4 mos,orbital frontal cortex,RPN1,45.864276
4 mos,striatum,RPN1,37.586702
4 mos,posterior (caudal) superior temporal cortex (area 22c),RPN1,37.054516
4 mos,primary auditory cortex (core),RPN1,33.48707
4 mos,hippocampus (hippocampal formation),RPN1,36.87425
4 mos,amygdaloid complex,RPN1,27.037677
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,36.080245
4 mos,"primary visual cortex (striate cortex, area V1/17)",RPN1,31.564143
4 mos,"inferolateral temporal cortex (area TEv, area 20)",RPN1,33.013863
4 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,35.568154
4 mos,posteroventral (inferior) parietal cortex,RPN1,37.244493
4 mos,cerebellar cortex,RPN1,38.202163
4 mos,dorsolateral prefrontal cortex,RPN1,34.942824
4 mos,ventrolateral prefrontal cortex,RPN1,35.959809
10 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,42.134064
10 mos,posteroventral (inferior) parietal cortex,RPN1,37.847452
10 mos,posterior (caudal) superior temporal cortex (area 22c),RPN1,38.212324
10 mos,dorsolateral prefrontal cortex,RPN1,42.318786
10 mos,orbital frontal cortex,RPN1,37.154071
10 mos,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,29.124607
10 mos,cerebellar cortex,RPN1,25.084647
10 mos,"inferolateral temporal cortex (area TEv, area 20)",RPN1,34.366296
10 mos,mediodorsal nucleus of thalamus,RPN1,56.286138
10 mos,"primary visual cortex (striate cortex, area V1/17)",RPN1,33.012108
1 yrs,amygdaloid complex,RPN1,27.448136
1 yrs,"primary motor cortex (area M1, area 4)",RPN1,22.180861
1 yrs,dorsolateral prefrontal cortex,RPN1,26.908856
1 yrs,posterior (caudal) superior temporal cortex (area 22c),RPN1,24.210023
1 yrs,"primary visual cortex (striate cortex, area V1/17)",RPN1,26.669779
1 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,RPN1,26.573557
1 yrs,orbital frontal cortex,RPN1,33.049007
1 yrs,"inferolateral temporal cortex (area TEv, area 20)",RPN1,24.991604
1 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,28.226562
1 yrs,ventrolateral prefrontal cortex,RPN1,26.663538
1 yrs,cerebellar cortex,RPN1,37.082921
1 yrs,primary auditory cortex (core),RPN1,24.233711
1 yrs,mediodorsal nucleus of thalamus,RPN1,33.902513
1 yrs,hippocampus (hippocampal formation),RPN1,28.628374
1 yrs,posteroventral (inferior) parietal cortex,RPN1,29.209418
1 yrs,striatum,RPN1,27.720172
2 yrs,ventrolateral prefrontal cortex,RPN1,19.618675
2 yrs,posteroventral (inferior) parietal cortex,RPN1,11.94883
2 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",RPN1,17.304006
2 yrs,"inferolateral temporal cortex (area TEv, area 20)",RPN1,9.730173
2 yrs,mediodorsal nucleus of thalamus,RPN1,11.663185
2 yrs,dorsolateral prefrontal cortex,RPN1,20.907537
